5.314409999999714085e-01,5.904899999999742022e-01,5.904899999999742022e-01,5.314409999999714085e-01
5.314409999999714085e-01,0.000000000000000000e+00,6.560999999999774790e-01,5.904899999999742022e-01
5.904899999999742022e-01,7.289999999999809965e-01,5.904899999999742022e-01,6.560999999999774790e-01
6.560999999999774790e-01,0.000000000000000000e+00,5.904899777170928843e-01,5.904899672388884690e-01
5.904899999999742022e-01,6.560999999999774790e-01,0.000000000000000000e+00,5.314409999999714085e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.099999999999849543e-01,0.000000000000000000e+00,6.560999999999774790e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.560999999999774790e-01,0.000000000000000000e+00,7.289999999999809965e-01,5.904899999999742022e-01
6.560999999999774790e-01,8.099999999999849543e-01,8.099999999999849543e-01,0.000000000000000000e+00
7.289999999999809965e-01,8.999999999999894751e-01,0.000000000000000000e+00,7.289999999999809965e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.099999999999849543e-01,8.999999999999894751e-01,7.289999999999809965e-01
8.099999999999849543e-01,8.999999999999894751e-01,9.999999999999944489e-01,8.099999999999849543e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
