6.944153572942018959e-02,6.658260248811587179e-02,6.722698894668861780e-02,6.215301102615747308e-02
3.685225014643765673e-02,4.383761457673435169e-02,3.925325839576081915e-02,6.173925541911846893e-02
7.250992308897498406e-02,6.921221634682632462e-02,7.265119979827701358e-02,5.801882674738711304e-02
3.854973188665561379e-02,3.767690860581893175e-02,3.385872098394181878e-02,5.562434465143858975e-02
9.369193436881013970e-02,7.866406128303686518e-02,6.866157816867295149e-02,5.101647399605247629e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.942613834546941420e-02,9.913303513893069463e-02,1.136561640924390187e-01,1.946652508928972680e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.107837503215565234e-02,1.254490876263444632e-01,1.059939018726111098e-01,1.599349605635212723e-01
1.676203220658264714e-01,2.624818565053489983e-01,2.134114725809151125e-01,1.482860874227582559e-01
3.136120742001756723e-01,2.665795112368111175e-01,1.933959211661283872e-01,1.199656564796462432e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.810767113016454877e-01,3.132420985730516305e-01,4.044106695121067463e-01,2.592648025323680550e-01
4.141118324707410703e-01,6.710831058376026670e-01,5.997171375058055753e-01,5.639379934729464861e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
